API,number,className
setProcessDefinitionCategory(Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
setRepeat(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/MessageEntity
shutdown()V,1,Lorg/bitcoinj/net/discovery/HttpDiscovery
jobTenantId(Ljava/lang/String;)Lorg/activiti/engine/runtime/JobQuery;,1,Lorg/activiti/engine/impl/JobQueryImpl
getTimeZone(Ljava/lang/String;)Ljava/util/TimeZone;,100,Ljava/util/TimeZone
getBpmnElementType()Ljava/lang/Class;,1,Lorg/activiti/bpmn/converter/CallActivityXMLConverter
getInt()I,16,Ljava/nio/HeapByteBuffer
setProperty(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/Object;,2,Ljava/util/Properties
hasNext()Z,92,Ljava/util/Collections$UnmodifiableCollection$1
isValidEvent(Lorg/activiti/engine/delegate/event/ActivitiEvent;)Z,10,Lorg/activiti/engine/impl/bpmn/helper/BaseDelegateEventListener
getValue()Ljava/lang/String;,1,Lorg/activiti/engine/impl/form/FormPropertyImpl
getEvent(Ljava/lang/String;)Lorg/activiti/engine/task/Event;,1,Lorg/activiti/engine/impl/TaskServiceImpl
eval(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/juel/AstEval
append(C)Ljava/lang/StringBuffer;,10,Ljava/lang/StringBuffer
processInstanceId(Ljava/lang/String;)Lorg/activiti/engine/impl/HistoricTaskInstanceQueryImpl;,3,Lorg/activiti/engine/impl/HistoricTaskInstanceQueryImpl
toString()Ljava/lang/String;,1,Ljava/lang/Enum
getSourceActivityExecution()Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity;,7,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
get(Ljava/lang/Object;)Ljava/lang/Object;,6,Ljava/util/TreeMap
newTask(Ljava/lang/String;)Lorg/activiti/engine/task/Task;,2,Lorg/activiti/engine/impl/TaskServiceImpl
getIdMethod()Ljava/lang/reflect/Method;,9,Lorg/activiti/engine/impl/variable/EntityMetaData
entrySet()Ljava/util/Set;,1,Lorg/activiti/engine/impl/cfg/SpringBeanFactoryProxyMap
getI()I,1,Lorg/bitcoinj/crypto/ChildNumber
getVariable(I)Lorg/activiti/engine/impl/javax/el/ValueExpression;,7,Lorg/activiti/engine/impl/juel/Bindings
getPendingPeers()Ljava/util/List;,47,Lorg/bitcoinj/core/PeerGroup
getType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/bpmn/parser/FieldDeclaration
getTenantId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricProcessInstanceEntity
ensureParentInitialized()V,21,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
writeLock()Ljava/util/concurrent/locks/ReentrantReadWriteLock$WriteLock;,2,Ljava/util/concurrent/locks/ReentrantReadWriteLock
deleteTask(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
addCandidateGroupIdExpression(Lorg/activiti/engine/delegate/Expression;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
getTextValue2()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailVariableInstanceUpdateEntity
createAstDot(Lorg/activiti/engine/impl/juel/AstNode;Ljava/lang/String;Z)Lorg/activiti/engine/impl/juel/AstDot;,1,Lorg/activiti/engine/impl/juel/Parser
getActivityType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl
addHistoricData(Ljava/util/Collection;)V,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogImpl
checkState(Ljava/lang/Enum;)V,1,Lorg/bitcoinj/protocols/channels/StateMachine
isDuration(Ljava/lang/String;)Z,3,Lorg/activiti/engine/impl/calendar/DurationHelper
getY()I,1,Lorg/activiti/engine/impl/pvm/process/ParticipantProcess
setLocalizedDescription(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricProcessInstanceEntity
removeGetDataEventListener(Lorg/bitcoinj/core/listeners/GetDataEventListener;)Z,5,Lorg/bitcoinj/core/Peer
<clinit>()V,197,Ljava/lang/ref/Reference
isEmpty()Z,6,Ljava/util/Collections$EmptyMap
setParentId(Ljava/lang/String;)V,4,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
getBlockHeader()Lorg/bitcoinj/core/Block;,4,Lorg/bitcoinj/core/FilteredBlock
startProcessInstanceByKey(Ljava/lang/String;Ljava/lang/String;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
parseFloat(Ljava/lang/String;)F,2,Ljava/lang/Float
createHistoricVariableInstanceQuery()Lorg/activiti/engine/history/HistoricVariableInstanceQuery;,1,Lorg/activiti/engine/impl/HistoryServiceImpl
isReadOnly(Lorg/activiti/engine/impl/javax/el/ELContext;Ljava/lang/Object;Ljava/lang/Object;)Z,1,Lorg/activiti/engine/test/mock/MockElResolver
getFee()Lorg/bitcoinj/core/Coin;,1,Lorg/bitcoinj/core/Transaction
getActivityType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricActivityInstanceEntity
getRevision()I,1,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
setAllServiceTasksNoOp()V,1,Lorg/activiti/engine/test/TestActivityBehaviorFactory
getNext()Lorg/activiti/engine/impl/interceptor/CommandInterceptor;,1,Lorg/activiti/engine/impl/interceptor/CommandInvoker
getIdField()Ljava/lang/reflect/Field;,9,Lorg/activiti/engine/impl/variable/EntityMetaData
getSizeInBytes()I,463,Lorg/bitcoinj/core/VarInt
getRepositoryService()Lorg/activiti/engine/RepositoryService;,1,Lorg/activiti/engine/impl/ProcessEngineImpl
getFormKeyExpression()Lorg/activiti/engine/delegate/Expression;,1,Lorg/activiti/engine/impl/task/TaskDefinition
jobWasAdded()V,1,Lorg/activiti/engine/impl/jobexecutor/AcquireJobsRunnableImpl
markSupported()Z,18,Ljava/io/StringReader
<clinit>()V,12,Ljava/util/concurrent/locks/LockSupport
replaceAll(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,2,Ljava/lang/String
initialize(Lorg/activiti/engine/impl/variable/VariableTypes;)V,1,Lorg/activiti/engine/impl/QueryVariableValue
getType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/GroupQueryImpl
putAll(Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/scripting/ScriptBindings
getValue()Lorg/bitcoinj/core/Coin;,1,Lorg/bitcoinj/core/UTXO
removeVariablesLocal(Ljava/lang/String;Ljava/util/Collection;)V,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
createEventFlusher()Lorg/activiti/engine/impl/event/logger/EventFlusher;,2,Lorg/activiti/engine/impl/event/logger/EventLogger
isCachable()Z,1,Lorg/activiti/engine/impl/variable/CustomObjectType
getValue(Lorg/activiti/engine/impl/variable/ValueFields;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/variable/NullType
movePointRight(I)Ljava/math/BigDecimal;,1,Ljava/math/BigDecimal
<init>(Ljava/io/OutputStream;)V,6,Ljava/io/ObjectOutputStream
getStopHash()Lorg/bitcoinj/core/Sha256Hash;,1,Lorg/bitcoinj/core/GetBlocksMessage
onScriptsChanged(Lorg/bitcoinj/wallet/Wallet;Ljava/util/List;Z)V,1,Lorg/bitcoinj/jni/NativeWalletEventListener
setAssigneeExpression(Lorg/activiti/engine/delegate/Expression;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
getDeployment()Lorg/activiti/engine/impl/persistence/entity/DeploymentEntity;,1,Lorg/activiti/engine/impl/repository/DeploymentBuilderImpl
end()Z,35,Lorg/activiti/engine/impl/util/json/JSONTokener
getGroupId()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiMembershipEventImpl
setValue(Ljava/lang/Object;Lorg/activiti/engine/impl/variable/ValueFields;)V,1,Lorg/activiti/engine/impl/variable/BooleanType
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/deploy/ProcessDefinitionInfoCacheObject
<clinit>()V,1,Ljava/util/Locale$1
getEntityClass()Ljava/lang/Class;,7,Lorg/activiti/engine/impl/variable/EntityMetaData
<init>(Ljava/lang/String;)V,16,Ljava/lang/Long
createAstFunction(Ljava/lang/String;ILorg/activiti/engine/impl/juel/AstParameters;)Lorg/activiti/engine/impl/juel/AstFunction;,3,Lorg/activiti/engine/impl/juel/Parser
setTargetActivityType(Ljava/lang/String;)V,7,Lorg/activiti/engine/delegate/event/impl/ActivitiSequenceFlowTakenEventImpl
getRevisionNext()I,1,Lorg/activiti/engine/impl/persistence/entity/GroupEntity
getRevisionNext()I,1,Lorg/activiti/engine/impl/persistence/entity/ModelEntity
toObject(Ljava/io/Reader;)Lorg/activiti/engine/repository/ProcessDefinition;,2,Lorg/activiti/engine/impl/json/JsonProcessDefinitionConverter
getProcessInstanceName()Ljava/lang/String;,3,Lorg/activiti/engine/impl/runtime/ProcessInstanceBuilderImpl
getWidth()I,1,Lorg/activiti/engine/impl/pvm/process/Lane
setDescription(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricTaskInstanceEntity
getCommonPropertyType(Lorg/activiti/engine/impl/javax/el/ELContext;Ljava/lang/Object;)Ljava/lang/Class;,1,Lorg/activiti/engine/impl/el/ReadOnlyMapELResolver
getManagementService()Lorg/activiti/engine/ManagementService;,1,Lorg/activiti/engine/impl/ProcessEngineImpl
format(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String;,2,Ljava/lang/String
getRevision()I,1,Lorg/activiti/engine/impl/persistence/entity/AttachmentEntity
setInterrupting(Z)V,1,Lorg/activiti/engine/impl/bpmn/behavior/BoundaryEventActivityBehavior
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/bpmn/parser/Error
getX()I,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
newInstance()Ljavax/xml/datatype/DatatypeFactory;,10,Ljavax/xml/datatype/DatatypeFactory
jobId(Ljava/lang/String;)Lorg/activiti/engine/runtime/JobQuery;,1,Lorg/activiti/engine/impl/JobQueryImpl
getProcessDefinitionId()Ljava/lang/String;,16,Lorg/activiti/engine/impl/persistence/entity/TaskEntity
getTableCount()Ljava/util/Map;,1,Lorg/activiti/engine/impl/ManagementServiceImpl
getPersistentState()Ljava/lang/Object;,1,Lorg/activiti/engine/impl/persistence/entity/EventLogEntryEntity
getIdentityLinksForProcessDefinition(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
divide(J)Lorg/bitcoinj/core/Coin;,2,Lorg/bitcoinj/core/Coin
processInstanceId(Ljava/lang/String;)Lorg/activiti/engine/impl/HistoricDetailQueryImpl;,2,Lorg/activiti/engine/impl/HistoricDetailQueryImpl
getHistoryService()Lorg/activiti/engine/HistoryService;,1,Lorg/activiti/engine/impl/ProcessEngineImpl
getType(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Class;,1,Lorg/activiti/engine/impl/juel/AstMethod
eval(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/juel/AstText
setDoubleValue(Ljava/lang/Double;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailVariableInstanceUpdateEntity
setName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/pvm/process/Lane
getFirstName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/UserQueryImpl
getParentTransactionHash()Lorg/bitcoinj/core/Sha256Hash;,8,Lorg/bitcoinj/core/TransactionOutput
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/bpmn/data/ItemDefinition
toString()Ljava/lang/String;,10,Ljava/lang/StringBuffer
getIndex()J,5,Lorg/bitcoinj/core/UTXO
createUserQuery()Lorg/activiti/engine/identity/UserQuery;,1,Lorg/activiti/engine/impl/IdentityServiceImpl
setMessageName(Ljava/lang/String;)V,5,Lorg/activiti/engine/delegate/event/impl/ActivitiMessageEventImpl
first()C,2,Ljava/text/StringCharacterIterator
getLongValue()Ljava/lang/Long;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailVariableInstanceUpdateEntity
doSetChainHead(Lorg/bitcoinj/core/StoredBlock;)V,11,Lorg/bitcoinj/core/BlockChain
withException()Lorg/activiti/engine/runtime/JobQuery;,1,Lorg/activiti/engine/impl/JobQueryImpl
isDeleted()Z,1,Lorg/activiti/engine/impl/persistence/entity/ByteArrayRef
size()I,1,Ljava/util/Collections$SynchronizedMap
setOwner(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricTaskInstanceEntity
connectionOpen()V,1,Lorg/bitcoinj/protocols/channels/PaymentChannelClient
isAsync(Lorg/activiti/engine/impl/pvm/runtime/InterpretableExecution;)Z,1,Lorg/activiti/engine/impl/pvm/runtime/AtomicOperationTransitionNotifyListenerTake
getVariableInstanceLocal(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)Lorg/activiti/engine/impl/persistence/entity/VariableInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
getExecutionId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/EventSubscriptionQueryImpl
setLastUpdatedTime(Ljava/util/Date;)V,4,Lorg/activiti/engine/impl/persistence/entity/HistoricVariableInstanceEntity
toArray([Ljava/lang/Object;)[Ljava/lang/Object;,4,Ljava/util/ArrayList
getTaskId()Ljava/lang/String;,22,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
shift(I)Lorg/bitcoinj/utils/MonetaryFormat;,58,Lorg/bitcoinj/utils/MonetaryFormat
state()Lorg/bitcoinj/protocols/channels/PaymentChannelServerState;,1,Lorg/bitcoinj/protocols/channels/PaymentChannelServer
isInfinite()Z,103,Ljava/lang/Double
setProcessInstanceId(Ljava/lang/String;)V,52,Lorg/activiti/engine/impl/persistence/entity/EventLogEntryEntity
equals(Ljava/lang/Object;)Z,42,Ljava/lang/Integer
getRepositoryService()Lorg/activiti/engine/RepositoryService;,1,Lorg/activiti/engine/test/ActivitiRule
isEqualToCurrentLocalizationValue(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lcom/fasterxml/jackson/databind/node/ObjectNode;)Z,7,Lorg/activiti/engine/impl/bpmn/deployer/BpmnDeployer
getEntityManagerFactory()Ljavax/persistence/EntityManagerFactory;,2,Lorg/activiti/engine/impl/variable/EntityManagerSessionImpl
getMaxResults()I,8,Lorg/activiti/engine/impl/db/ListQueryParameterObject
getExecutionId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/JobQueryImpl
signal(Lorg/activiti/engine/impl/pvm/delegate/ActivityExecution;Ljava/lang/String;Ljava/lang/Object;)V,4,Lorg/activiti/engine/impl/bpmn/behavior/FlowNodeActivityBehavior
getProcessInstanceAttachments(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
setWaypoints(Ljava/util/List;)V,1,Lorg/activiti/engine/repository/DiagramEdge
setVariablesLocal(Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
getFeatureDescriptors(Lorg/activiti/engine/impl/javax/el/ELContext;Ljava/lang/Object;)Ljava/util/Iterator;,1,Lorg/activiti/engine/impl/el/VariableScopeElResolver
setId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/UserEntity
toString()Ljava/lang/String;,26,Ljava/lang/Throwable
setActivityType(Ljava/lang/String;)V,16,Lorg/activiti/engine/delegate/event/impl/ActivitiActivityEventImpl
onChainDownloadStarted(Lorg/bitcoinj/core/Peer;I)V,1,Lorg/bitcoinj/jni/NativePeerEventListener
potentialStarter(Ljava/lang/String;)Lorg/activiti/engine/identity/GroupQuery;,1,Lorg/activiti/engine/impl/GroupQueryImpl
getExpiryTime()J,2,Lorg/bitcoinj/protocols/channels/PaymentChannelServerState
setValue(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/PropertyEntity
setDatabaseType(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/db/ListQueryParameterObject
disableSchemaValidation()Lorg/activiti/engine/repository/DeploymentBuilder;,1,Lorg/activiti/engine/impl/repository/DeploymentBuilderImpl
<clinit>()V,4,Ljava/util/logging/Logger
getTenantIds()Ljava/util/Set;,1,Lorg/activiti/engine/impl/asyncexecutor/multitenant/SharedExecutorServiceAsyncExecutor
getName()Ljava/lang/String;,3,Lorg/activiti/engine/impl/persistence/entity/ResourceEntity
latestVersion()Lorg/activiti/engine/repository/ModelQuery;,1,Lorg/activiti/engine/impl/ModelQueryImpl
setName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/bpmn/parser/SignalDefinition
get(I)Ljava/lang/Object;,14,Ljava/util/SubList
isLiteralText()Z,1,Lorg/activiti/engine/impl/juel/TreeValueExpression
lock()V,31,Ljava/util/concurrent/locks/ReentrantLock
putAll(Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/form/FormData
modelCategory(Ljava/lang/String;)Lorg/activiti/engine/impl/ModelQueryImpl;,2,Lorg/activiti/engine/impl/ModelQueryImpl
read([C)I,3,Ljava/io/Reader
addDisconnectedEventListener(Ljava/util/concurrent/Executor;Lorg/bitcoinj/core/listeners/PeerDisconnectedEventListener;)V,2,Lorg/bitcoinj/core/Peer
getValueReference(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Lorg/activiti/engine/impl/javax/el/ValueReference;,1,Lorg/activiti/engine/impl/juel/AstMethod
isLocal()Z,1,Lorg/activiti/engine/impl/QueryVariableValue
eval(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/juel/AstNull
getValue()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
setY(I)V,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
addConnectedEventListener(Ljava/util/concurrent/Executor;Lorg/bitcoinj/core/listeners/PeerConnectedEventListener;)V,2,Lorg/bitcoinj/core/Peer
unclaim(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
getEncountered()Ljava/lang/String;,1,Lorg/activiti/engine/impl/juel/TreeBuilderException
getInstance(Ljava/lang/String;)Ljavax/crypto/Mac;,2,Ljavax/crypto/Mac
equals(Ljava/lang/Object;)Z,1,Lorg/activiti/engine/impl/juel/Bindings
split(Ljava/lang/String;)[Ljava/lang/String;,14,Ljava/lang/String
<clinit>()V,231,Ljava/lang/Throwable
setRevision(I)V,1,Lorg/activiti/engine/impl/persistence/entity/UserEntity
getProcessDefinitionId()Ljava/lang/String;,97,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
setSignalName(Ljava/lang/String;)V,8,Lorg/activiti/engine/delegate/event/impl/ActivitiSignalEventImpl
getCommentsByType(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
settle()V,1,Lorg/bitcoinj/protocols/channels/PaymentChannelClientConnection
get(Ljava/lang/Object;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/form/FormData
setId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/DeploymentEntity
ofNullable(Ljava/lang/Object;)Ljava/util/Optional;,2,Ljava/util/Optional
getLanes()Ljava/util/List;,3,Lorg/activiti/engine/impl/pvm/process/LaneSet
run()Ljava/lang/Object;,3,Ljava/lang/SecurityManager$1
read([BII)I,62,Ljava/io/ByteArrayInputStream
setWaitIncreaseFactor(I)V,1,Lorg/activiti/engine/impl/interceptor/RetryInterceptor
getIndex()I,1,Lorg/activiti/engine/impl/juel/AstFunction
getBehaviorClass()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiActivityEventImpl
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/UserEntity
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/form/DoubleFormType
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/ModelEntity
setVariableType(Lorg/activiti/engine/impl/variable/VariableType;)V,40,Lorg/activiti/engine/delegate/event/impl/ActivitiVariableEventImpl
getTextValue()Ljava/lang/String;,10,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
getMillisToWait()J,1,Lorg/activiti/engine/impl/asyncexecutor/AcquireTimerJobsRunnable
get(I)Ljava/lang/Object;,1,Ljava/util/Collections$EmptyList
deleteUserInfo(Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/IdentityServiceImpl
userEmailLike(Ljava/lang/String;)Lorg/activiti/engine/identity/UserQuery;,1,Lorg/activiti/engine/impl/UserQueryImpl
suspendProcessDefinitionById(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/AttachmentEntity
setMultiInstanceActivityBehavior(Lorg/activiti/engine/impl/bpmn/behavior/MultiInstanceActivityBehavior;)V,3,Lorg/activiti/engine/impl/bpmn/behavior/AbstractBpmnActivityBehavior
pollLast()Ljava/lang/Object;,24,Ljava/util/LinkedList
substring(I)Ljava/lang/String;,211,Ljava/lang/String
setBitLE([BI)V,1,Lorg/bitcoinj/core/Utils
disableBpmnValidation()Lorg/activiti/engine/repository/DeploymentBuilder;,1,Lorg/activiti/engine/impl/repository/DeploymentBuilderImpl
tenantId(Ljava/lang/String;)Lorg/activiti/engine/runtime/ProcessInstanceBuilder;,1,Lorg/activiti/engine/impl/runtime/ProcessInstanceBuilderImpl
getTaskId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/CommentEntity
resolveTask(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
deserialize([BLorg/activiti/engine/impl/variable/ValueFields;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/variable/LongJsonType
get()Ljava/lang/Object;,39,Ljava/lang/ref/Reference
createNativeGroupQuery()Lorg/activiti/engine/identity/NativeGroupQuery;,1,Lorg/activiti/engine/impl/IdentityServiceImpl
getExecutionId()Ljava/lang/String;,22,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
getExpectedType()Ljava/lang/Class;,1,Lorg/activiti/engine/impl/juel/TreeValueExpression
available()I,62,Ljava/io/ByteArrayInputStream
getContent()Lorg/activiti/engine/impl/persistence/entity/ByteArrayEntity;,1,Lorg/activiti/engine/impl/persistence/entity/AttachmentEntity
suspendProcessDefinitionByKey(Ljava/lang/String;ZLjava/util/Date;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
getMaxConnections()I,14,Lorg/bitcoinj/core/PeerGroup
getHash()Lorg/bitcoinj/core/Sha256Hash;,4,Lorg/bitcoinj/core/FilteredBlock
isUnfinished()Z,1,Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl
writeDTD(Ljava/lang/String;)V,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
startProcessInstanceByMessageAndTenantId(Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;Ljava/lang/String;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
getTransactionCount()I,3,Lorg/bitcoinj/core/FilteredBlock
end()V,1,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
setAsync(Z)V,1,Lorg/activiti/engine/impl/bpmn/parser/EventSubscriptionDeclaration
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricProcessInstanceEntity
executionIds(Ljava/util/Set;)Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl;,2,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
connectTransactions(Lorg/bitcoinj/core/StoredBlock;)Lorg/bitcoinj/core/TransactionOutputChanges;,6,Lorg/bitcoinj/core/BlockChain
getHistoricIdentityLinksForTask(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/HistoryServiceImpl
setClaimTime(Ljava/util/Date;)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricTaskInstanceEntity
deleteTasks(Ljava/util/Collection;Z)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
unCache()V,265,Lorg/bitcoinj/core/Message
getTransactions()Ljava/util/List;,1,Lorg/bitcoinj/core/StoredUndoableBlock
setLogNumber(J)V,1,Lorg/activiti/engine/impl/persistence/entity/EventLogEntryEntity
getCommandExecutor()Lorg/activiti/engine/impl/interceptor/CommandExecutor;,6,Lorg/activiti/engine/impl/asyncexecutor/AbstractAsyncJobExecutor
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/ActivitiEventListenerParser
setBytes([B)V,10,Lorg/activiti/engine/impl/persistence/entity/ResourceEntity
setCategory(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/cmd/SetProcessDefinitionCategoryCmd
matches()Z,4,Ljava/util/regex/Matcher
clear()V,4,Ljava/util/HashSet
close()V,4,Ljava/io/ByteArrayInputStream
jobWithoutTenantId()Lorg/activiti/engine/runtime/JobQuery;,1,Lorg/activiti/engine/impl/JobQueryImpl
ensureSuperExecutionInitialized()V,1,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
startProcessInstanceByMessageAndTenantId(Ljava/lang/String;Ljava/util/Map;Ljava/lang/String;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
getFeePerKb()Lorg/bitcoinj/core/Coin;,1,Lorg/bitcoinj/core/Context
setName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/pvm/process/LaneSet
getQueueSize()I,1,Lorg/activiti/engine/impl/asyncexecutor/DefaultAsyncJobExecutor
taskIds(Ljava/util/Set;)Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl;,2,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
singleResult()Lorg/activiti/engine/history/ProcessInstanceHistoryLog;,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogQueryImpl
remove(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/deploy/ProcessDefinitionInfoCache
setAsync(Z)V,1,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
removePreMessageReceivedEventListener(Lorg/bitcoinj/core/listeners/PreMessageReceivedEventListener;)Z,5,Lorg/bitcoinj/core/Peer
getCategory()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/DeploymentEntity
createExecuteAsyncRunnable(Lorg/activiti/engine/impl/persistence/entity/JobEntity;Lorg/activiti/engine/impl/interceptor/CommandExecutor;)Ljava/lang/Runnable;,8,Lorg/activiti/engine/impl/asyncexecutor/DefaultExecuteAsyncRunnableFactory
isGroup()Z,1,Lorg/activiti/engine/impl/persistence/entity/HistoricIdentityLinkEntity
setKey(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
getActiveValue(Ljava/lang/String;Ljava/lang/String;Lcom/fasterxml/jackson/databind/node/ObjectNode;)Ljava/lang/String;,2,Lorg/activiti/engine/impl/el/UelExpressionCondition
setCommandConfig(Lorg/activiti/engine/impl/interceptor/CommandConfig;)V,1,Lorg/activiti/engine/impl/db/DbIdGenerator
run()Ljava/lang/Object;,3,Ljava/security/Security$1
next()Ljava/lang/Object;,690,Ljava/util/ArrayList$Itr
isStartEvent()Z,1,Lorg/activiti/engine/impl/bpmn/parser/EventSubscriptionDeclaration
